tweet,date,weekStarting
Admiral Nelson was a bold character who led an adventurous life defending the open waters…This is the rum that...,2013-07-10,2013-07-07
"Why not start your weekend by sailing off with an admirable ""Drunken Float""? 2 oz. Admiral Nelson's Vanilla Rum...",2013-07-12,2013-07-07
We're sure summer fun is underway...tell us about your summer weekend adventures!,2013-07-15,2013-07-14
"Since you've made it through half of a work week, reward yourself with a tasty treat featuring yours truly.......",2013-07-17,2013-07-14
Do you have the adventurous spirit within you? Get on board with Admiral Nelson's this weekend and be sure to...,2013-07-19,2013-07-14
"Admiral Nelson's 101 Spiced is a bold, robust and full-flavored taste experience. Try it in a Admiral's Spiked Tea...",2013-07-23,2013-07-21
Happy Thirsty Thursday! Here's to conquering the day!,2013-07-25,2013-07-21
Give a toast to the bold life with the this weekend!,2013-07-26,2013-07-21
"With Admiral Nelson's, there's a rum for every voyage. What's your favorite flavor?!",2013-07-29,2013-07-28
How will you be charting your own course this weekend?,2013-07-31,2013-07-28
What better way to get a weekend going than with a tall glass of Admiral Nelson's to guide the way?! Admiral &amp;...,2013-08-02,2013-07-28
"Rules are for the timid, the meek &amp; the scared...ignore the rules and chart your own course!",2013-08-06,2013-08-04
Enjoy the freshness and smooth rich taste of Admiral Nelson's Vanilla Rum in a Orange Dreamsicle 1 1/2 oz....,2013-08-08,2013-08-04
"Cheers to another weekend with the, always smooth, Admiral Nelson!",2013-08-09,2013-08-04
"The bold, full flavor Admiral Nelson's Premium Spiced Rum is also available in 101 Proof Spiced, Cherry Spiced,...",2013-08-12,2013-08-11
Drift away with a Vanilla Dream to cap off your Wednesday! 1 1/4 oz. Admiral Nelson's Vanilla Rum  3 oz....,2013-08-14,2013-08-11
